종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
33240,자화전자,KOSPI,전기·전자,19680,270,1.39,4.28171E+11
950,전방,KOSPI,섬유·의류,33000,-150,-0.45,55440000000
79900,전진건설로봇,KOSPI,기계·장비,53900,2900,5.69,7.86538E+11
348950,제이알글로벌리츠,KOSPI,부동산,2620,15,0.58,5.17125E+11
194370,제이에스코퍼레이션,KOSPI,섬유·의류,10710,70,0.66,3.10769E+11
25620,제이준코스메틱,KOSPI,화학,7990,-330,-3.97,64165676520
30000,제일기획,KOSPI,일반서비스,20100,50,0.25,2.31233E+12
271980,제일약품,KOSPI,제약,13900,60,0.43,2.04398E+11
1560,제일연마,KOSPI,비금속,9800,-120,-1.21,96040000000
2620,제일파마홀딩스,KOSPI,일반서비스,8750,190,2.22,1.39767E+11
6220,제주은행,KOSPI,은행,14150,-60,-0.42,5.3485E+11
89590,제주항공,KOSPI,운송·창고,6930,-10,-0.14,5.58842E+11
4910,조광페인트,KOSPI,화학,6010,-20,-0.33,76928000000
4700,조광피혁,KOSPI,섬유·의류,65900,400,0.61,4.38178E+11
1550,조비,KOSPI,화학,14330,570,4.14,74404784870
462520,조선내화,KOSPI,비금속,13980,250,1.82,1.65735E+11
120030,조선선재,KOSPI,금속,103700,-100,-0.1,1.30418E+11
18470,조일알미늄,KOSPI,금속,1531,34,2.27,1.93873E+11
2600,조흥,KOSPI,음식료·담배,151400,-300,-0.2,90840000000
185750,종근당,KOSPI,제약,82700,700,0.85,1.14149E+12
63160,종근당바이오,KOSPI,제약,23100,300,1.32,1.26726E+11
1630,종근당홀딩스,KOSPI,제약,48450,-550,-1.12,2.42728E+11
109070,주성코퍼레이션,KOSPI,전기·전자,839,-3,-0.36,44307782970
44380,주연테크,KOSPI,전기·전자,429,0,0,28487252508
13890,지누스,KOSPI,기타제조,19900,310,1.58,4.42866E+11
13870,지엠비코리아,KOSPI,운송장비·부품,4025,-5,-0.12,76765927000
71320,지역난방공사,KOSPI,전기·가스,80800,-2000,-2.42,9.35563E+11
88790,진도,KOSPI,유통,1959,19,0.98,24385130496
3780,진양산업,KOSPI,화학,5750,0,0,74750000000
10640,진양폴리,KOSPI,화학,3990,-5,-0.13,39900000000
100250,진양홀딩스,KOSPI,화학,3295,0,0,1.84175E+11
51630,진양화학,KOSPI,화학,1985,10,0.51,42082000000
272450,진에어,KOSPI,운송·창고,8990,0,0,4.69278E+11
11000,진원생명과학,KOSPI,제약,2430,45,1.89,2.06349E+11
2780,진흥기업,KOSPI,건설,749,8,1.08,1.08958E+11
2787,진흥기업2우B,KOSPI,건설,7950,-50,-0.63,2343723600
2785,진흥기업우B,KOSPI,건설,3490,80,2.35,2991690820
9310,참엔지니어링,KOSPI,기계·장비,1307,3,0.23,22184342281
650,천일고속,KOSPI,운송·창고,41850,500,1.21,59812857000
33250,체시스,KOSPI,운송장비·부품,1157,26,2.3,37024000000
35720,카카오,KOSPI,IT 서비스,63800,200,0.31,2.82076E+13
323410,카카오뱅크,KOSPI,은행,26850,-350,-1.29,1.28072E+13
377300,카카오페이,KOSPI,기타금융,63800,-2300,-3.48,8.61248E+12
6380,카프로,KOSPI,화학,3660,0,0,6.1854E+11
1620,케이비아이동국실업,KOSPI,운송장비·부품,488,-5,-1.01,54310999128
29460,케이씨,KOSPI,의료·정밀기기,23300,650,2.87,3.08288E+11
281820,케이씨텍,KOSPI,의료·정밀기기,32950,1800,5.78,6.81746E+11
381970,케이카,KOSPI,유통,15400,-290,-1.85,7.42004E+11
145270,케이탑리츠,KOSPI,부동산,957,-9,-0.93,45994160718
417310,코람코더원리츠,KOSPI,부동산,5370,80,1.51,2.16948E+11
357120,코람코라이프인프라리츠,KOSPI,부동산,4425,-10,-0.23,4.30709E+11
7815,코리아써우,KOSPI,전기·전자,6230,100,1.63,18470018700
7810,코리아써키트,KOSPI,전기·전자,12090,540,4.68,2.85575E+11
00781K,코리아써키트2우B,KOSPI,전기·전자,6040,70,1.17,4733541960
3690,코리안리,KOSPI,보험,10880,120,1.12,2.11965E+12
192820,코스맥스,KOSPI,화학,260500,-5500,-2.07,2.95655E+12
44820,코스맥스비티아이,KOSPI,기타금융,20250,-600,-2.88,1.94479E+11
5070,코스모신소재,KOSPI,화학,41500,-450,-1.07,1.3492E+12
5420,코스모화학,KOSPI,화학,17240,-30,-0.17,6.62158E+11
71950,코아스,KOSPI,기타제조,9270,320,3.58,30504974400
2020,코오롱,KOSPI,기타금융,44450,-300,-0.67,5.61245E+11
138490,코오롱ENP,KOSPI,화학,6900,40,0.58,2.622E+11
3070,코오롱글로벌,KOSPI,건설,9460,-100,-1.05,1.79103E+11
3075,코오롱글로벌우,KOSPI,건설,15160,320,2.16,11229572920
450140,코오롱모빌리티그룹,KOSPI,유통,3970,645,19.4,2.49226E+11
45014K,코오롱모빌리티그룹우,KOSPI,유통,5940,1190,25.05,14589352800
2025,코오롱우,KOSPI,기타금융,23100,-200,-0.86,24864609000
120110,코오롱인더,KOSPI,화학,40250,-150,-0.37,1.10764E+12
120115,코오롱인더우,KOSPI,화학,24300,50,0.21,67258998000
21240,코웨이,KOSPI,일반서비스,105500,-3100,-2.85,7.58641E+12
36420,콘텐트리중앙,KOSPI,오락·문화,10960,80,0.74,2.11115E+11
24720,콜마홀딩스,KOSPI,기타금융,14200,-140,-0.98,4.87007E+11
192400,쿠쿠홀딩스,KOSPI,기타금융,31450,-50,-0.16,1.11843E+12
284740,쿠쿠홈시스,KOSPI,일반서비스,28750,-50,-0.17,6.45073E+11
264900,크라운제과,KOSPI,음식료·담배,9280,0,0,1.16221E+11
26490K,크라운제과우,KOSPI,음식료·담배,9910,20,0.2,7665979600
5740,크라운해태홀딩스,KOSPI,기타금융,7650,70,0.92,1.13582E+11
5745,크라운해태홀딩스우,KOSPI,기타금융,8500,-10,-0.12,5106171000
259960,크래프톤,KOSPI,IT 서비스,321000,-4500,-1.38,1.52128E+13
20120,키다리스튜디오,KOSPI,IT 서비스,3945,25,0.64,1.46217E+11
39490,키움증권,KOSPI,증권,206500,-3000,-1.43,5.39496E+12
14580,태경비케이,KOSPI,비금속,5230,30,0.58,1.4426E+11
15890,태경산업,KOSPI,화학,5440,-20,-0.37,1.59004E+11
6890,태경케미컬,KOSPI,화학,10070,-70,-0.69,1.16812E+11
3240,태광산업,KOSPI,화학,994000,8000,0.81,1.10672E+12
11280,태림포장,KOSPI,종이·목재,2095,35,1.7,1.48338E+11
4100,태양금속,KOSPI,운송장비·부품,2310,-5,-0.22,84777000000
4105,태양금속우,KOSPI,운송장비·부품,3275,20,0.61,10807500000
9410,태영건설,KOSPI,건설,2175,-20,-0.91,6.40468E+11
9415,태영건설우,KOSPI,건설,5750,-20,-0.35,3737350500
1420,태원물산,KOSPI,운송장비·부품,3685,-55,-1.47,28006000000
55490,테이팩스,KOSPI,화학,16200,380,2.4,77268330000
78000,텔코웨어,KOSPI,IT 서비스,14420,-200,-1.37,1.33242E+11
214420,토니모리,KOSPI,화학,11610,-90,-0.77,2.79276E+11
19180,티에이치엔,KOSPI,전기·전자,2925,80,2.81,52650000000
363280,티와이홀딩스,KOSPI,기타금융,3735,-45,-1.19,1.88353E+11
36328K,티와이홀딩스우,KOSPI,기타금융,5750,-50,-0.86,7147330500
91810,티웨이항공,KOSPI,운송·창고,1899,-50,-2.57,4.09005E+11
4870,티웨이홀딩스,KOSPI,비금속,632,-16,-2.47,71519328208
34230,파라다이스,KOSPI,오락·문화,21650,2150,11.03,1.98014E+12
5690,파미셀,KOSPI,제약,13170,-60,-0.45,7.90423E+11
36580,팜스코,KOSPI,음식료·담배,2905,-10,-0.34,1.06695E+11
4720,팜젠사이언스,KOSPI,제약,4580,0,0,85481220760
28670,팬오션,KOSPI,운송·창고,4150,-50,-1.19,2.21846E+12
10820,퍼스텍,KOSPI,금속,4320,-130,-2.92,2.10695E+11
16800,퍼시스,KOSPI,기타제조,45250,950,2.14,5.20375E+11
1020,페이퍼코리아,KOSPI,종이·목재,753,27,3.72,1.34021E+11
90080,평화산업,KOSPI,운송장비·부품,1074,10,0.94,58965026166
10770,평화홀딩스,KOSPI,운송장비·부품,4985,-85,-1.68,72907948010
22100,포스코DX,KOSPI,일반서비스,23650,-200,-0.84,3.59562E+12
58430,포스코스틸리온,KOSPI,금속,39700,-50,-0.13,2.382E+11
47050,포스코인터내셔널,KOSPI,유통,48450,250,0.52,8.52346E+12
3670,포스코퓨처엠,KOSPI,전기·전자,150400,-1100,-0.73,1.33775E+13
17810,풀무원,KOSPI,음식료·담배,16130,-380,-2.3,6.14884E+11
103140,풍산,KOSPI,금속,122000,-5000,-3.94,3.41896E+12
5810,풍산홀딩스,KOSPI,기타금융,41550,-1900,-4.37,5.99038E+11
950210,프레스티지바이오파마,KOSPI,일반서비스,14670,150,1.03,8.81611E+11
9810,플레이그램,KOSPI,유통,342,-12,-3.39,51945525000
86790,하나금융지주,KOSPI,기타금융,84900,-900,-1.05,2.41731E+13
293480,하나제약,KOSPI,제약,11890,-110,-0.92,2.1132E+11
39130,하나투어,KOSPI,일반서비스,54900,1100,2.04,8.50397E+11
352820,하이브,KOSPI,오락·문화,291000,13500,4.86,1.21208E+13
71090,하이스틸,KOSPI,금속,4730,-20,-0.42,95505657830
80,하이트진로,KOSPI,음식료·담배,19950,-150,-0.75,1.39917E+12
87,하이트진로2우B,KOSPI,음식료·담배,15780,-10,-0.06,17833577640
140,하이트진로홀딩스,KOSPI,기타금융,10460,0,0,2.42743E+11
145,하이트진로홀딩스우,KOSPI,기타금융,12730,-60,-0.47,5993411300
152550,한국ANKOR유전,KOSPI,기타금융,248,0,0,17364960000
36460,한국가스공사,KOSPI,전기·가스,41300,-1000,-2.36,3.81253E+12
5430,한국공항,KOSPI,운송·창고,64300,400,0.63,2.03597E+11
71050,한국금융지주,KOSPI,기타금융,136300,-3200,-2.29,7.59545E+12
71055,한국금융지주우,KOSPI,기타금융,93000,-2100,-2.21,5.44817E+11
10040,한국내화,KOSPI,비금속,2325,30,1.31,95480919150
25540,한국단자,KOSPI,전기·전자,64200,-300,-0.47,6.49383E+11
10100,한국무브넥스,KOSPI,운송장비·부품,4165,-50,-1.19,1.26826E+11
4090,한국석유,KOSPI,비금속,14080,110,0.79,1.78733E+11
2200,한국수출포장,KOSPI,종이·목재,2925,20,0.69,1.17E+11
2960,한국쉘석유,KOSPI,화학,444000,0,0,5.772E+11
240,한국앤컴퍼니,KOSPI,기타금융,24150,400,1.68,2.29269E+12
123890,한국자산신탁,KOSPI,기타금융,2485,0,0,3.04099E+11
15760,한국전력,KOSPI,전기·가스,39750,-2250,-5.36,2.55181E+13
6200,한국전자홀딩스,KOSPI,기타금융,741,-11,-1.46,34681123776
27970,한국제지,KOSPI,종이·목재,834,0,0,1.58609E+11
23350,한국종합기술,KOSPI,일반서비스,5130,-20,-0.39,56173500000
25890,한국주강,KOSPI,기계·장비,1876,14,0.75,21216169884
970,한국주철관,KOSPI,금속,7220,-30,-0.41,1.6462E+11
104700,한국철강,KOSPI,금속,8970,-70,-0.77,3.26957E+11
17960,한국카본,KOSPI,금속,32000,-450,-1.39,1.66107E+12
161890,한국콜마,KOSPI,화학,88900,-13200,-12.93,2.09849E+12
161390,한국타이어앤테크놀로지,KOSPI,화학,44550,-150,-0.34,5.51863E+12
34830,한국토지신탁,KOSPI,기타금융,1242,-5,-0.4,3.13592E+11
7280,한국특강,KOSPI,금속,1466,1,0.07,89152313926
47810,한국항공우주,KOSPI,운송장비·부품,90800,-2700,-2.89,8.85074E+12
123690,한국화장품,KOSPI,유통,10870,-390,-3.46,1.74659E+11
3350,한국화장품제조,KOSPI,화학,67000,-2900,-4.15,3.03644E+11
11500,한농화성,KOSPI,화학,15150,-100,-0.66,2.36901E+11
2390,한독,KOSPI,제약,11970,170,1.44,1.64749E+11
53690,한미글로벌,KOSPI,일반서비스,20450,150,0.74,2.24082E+11
42700,한미반도체,KOSPI,기계·장비,87000,-500,-0.57,8.29216E+12
8930,한미사이언스,KOSPI,기타금융,43350,-400,-0.91,2.96477E+12
128940,한미약품,KOSPI,제약,279000,-6000,-2.11,3.57427E+12
9240,한샘,KOSPI,유통,45650,0,0,1.07432E+12
20000,한섬,KOSPI,섬유·의류,15520,0,0,3.48234E+11
3680,한성기업,KOSPI,음식료·담배,5780,-70,-1.2,35890996700
105630,한세실업,KOSPI,섬유·의류,10460,-60,-0.57,4.184E+11
69640,한세엠케이,KOSPI,유통,944,24,2.61,42297337888
16450,한세예스24홀딩스,KOSPI,섬유·의류,4350,50,1.16,1.74E+11
10420,한솔PNS,KOSPI,유통,1878,1,0.05,38485876536
9180,한솔로지스틱스,KOSPI,운송·창고,2985,-50,-1.65,84045137625
213500,한솔제지,KOSPI,종이·목재,8770,-40,-0.45,2.08731E+11
14680,한솔케미칼,KOSPI,화학,173800,-900,-0.52,1.97006E+12
4710,한솔테크닉스,KOSPI,전기·전자,5690,0,0,1.82705E+11
4150,한솔홀딩스,KOSPI,기타금융,3245,0,0,1.33131E+11
25750,한솔홈데코,KOSPI,종이·목재,726,-1,-0.14,58490298174
4960,한신공영,KOSPI,건설,8650,120,1.41,1.00087E+11
11700,한신기계,KOSPI,기계·장비,3725,25,0.68,1.20862E+11
1750,한양증권,KOSPI,증권,17060,-160,-0.93,2.17149E+11
1755,한양증권우,KOSPI,증권,16420,-340,-2.03,8620500000
18880,한온시스템,KOSPI,기계·장비,3425,0,0,2.32476E+12
9420,한올바이오파마,KOSPI,제약,27750,150,0.54,1.44968E+12
14130,한익스프레스,KOSPI,운송·창고,3385,-50,-1.46,40620000000
300720,한일시멘트,KOSPI,비금속,21100,-50,-0.24,1.46142E+12
2220,한일철강,KOSPI,금속,2845,40,1.43,75954273700
6390,한일현대시멘트,KOSPI,비금속,20450,0,0,3.95251E+11
3300,한일홀딩스,KOSPI,비금속,19220,-90,-0.47,5.92608E+11
51600,한전KPS,KOSPI,건설,52400,-1100,-2.06,2.358E+12
52690,한전기술,KOSPI,일반서비스,95700,-1300,-1.34,3.65765E+12
130660,한전산업,KOSPI,일반서비스,12640,-30,-0.24,4.12064E+11
2320,한진,KOSPI,운송·창고,21150,-200,-0.94,3.16225E+11
3480,한진중공업홀딩스,KOSPI,전기·가스,5020,-110,-2.14,1.4824E+11
180640,한진칼,KOSPI,기타금융,121600,2900,2.44,8.11829E+12
18064K,한진칼우,KOSPI,기타금융,39500,1400,3.67,21202257000
5110,한창,KOSPI,유통,1254,0,0,26467434378
9460,한창제지,KOSPI,종이·목재,673,-3,-0.44,40156218078
372910,한컴라이프케어,KOSPI,의료·정밀기기,2885,5,0.17,79840661310
880,한화,KOSPI,화학,86800,-2100,-2.36,6.50642E+12
00088K,한화3우B,KOSPI,화학,37550,-1150,-2.97,7.28637E+11
452260,한화갤러리아,KOSPI,유통,1144,-2,-0.17,2.21775E+11
45226K,한화갤러리아우,KOSPI,유통,2275,50,2.25,6607669250
451800,한화리츠,KOSPI,부동산,4055,25,0.62,7.28278E+11
489790,한화비전,KOSPI,전기·전자,56700,500,0.89,2.86269E+12
88350,한화생명,KOSPI,보험,3395,-30,-0.88,2.94866E+12
370,한화손해보험,KOSPI,보험,6090,-170,-2.72,7.1094E+11
9830,한화솔루션,KOSPI,화학,30400,200,0.66,5.22553E+12
9835,한화솔루션우,KOSPI,화학,24000,50,0.21,61808376000
272210,한화시스템,KOSPI,전기·전자,52800,-3900,-6.88,9.97494E+12
12450,한화에어로스페이스,KOSPI,운송장비·부품,881000,-51000,-5.47,4.54274E+13
82740,한화엔진,KOSPI,기계·장비,39900,2000,5.28,3.32954E+12
42660,한화오션,KOSPI,운송장비·부품,117700,700,0.6,3.60649E+13
3530,한화투자증권,KOSPI,증권,5610,-90,-1.58,1.20361E+12
3535,한화투자증권우,KOSPI,증권,7570,-60,-0.79,36336000000
195870,해성디에스,KOSPI,전기·전자,24450,450,1.88,4.1565E+11
101530,해태제과식품,KOSPI,음식료·담배,7100,-30,-0.42,2.06729E+11
143210,핸즈코퍼레이션,KOSPI,운송장비·부품,1685,16,0.96,36860633695
720,현대건설,KOSPI,건설,68400,-1200,-1.72,7.61673E+12
725,현대건설우,KOSPI,건설,59000,900,1.55,62226887000
453340,현대그린푸드,KOSPI,유통,16930,-10,-0.06,5.60985E+11
86280,현대글로비스,KOSPI,운송·창고,168000,1300,0.78,1.26E+13
64350,현대로템,KOSPI,운송장비·부품,183500,-9400,-4.87,2.00276E+13
79430,현대리바트,KOSPI,기타제조,7680,-10,-0.13,1.57711E+11
12330,현대모비스,KOSPI,운송장비·부품,296000,1000,0.34,2.71713E+13
69960,현대백화점,KOSPI,유통,74100,100,0.14,1.6768E+12
4560,현대비앤지스틸,KOSPI,금속,12350,-10,-0.08,1.86223E+11
4310,현대약품,KOSPI,제약,3840,45,1.19,1.2288E+11
17800,현대엘리베이터,KOSPI,기계·장비,85500,2800,3.39,3.3424E+12
307950,현대오토에버,KOSPI,IT 서비스,153200,2700,1.79,4.20135E+12
11210,현대위아,KOSPI,운송장비·부품,49100,-650,-1.31,1.33528E+12
4020,현대제철,KOSPI,금속,33150,-800,-2.36,4.42373E+12
5440,현대지에프홀딩스,KOSPI,기타금융,8420,-150,-1.75,1.31271E+12
5380,현대차,KOSPI,운송장비·부품,212500,0,0,4.3511E+13
5387,현대차2우B,KOSPI,운송장비·부품,167500,2000,1.21,5.85646E+12
5389,현대차3우B,KOSPI,운송장비·부품,162800,400,0.25,3.78909E+11
5385,현대차우,KOSPI,운송장비·부품,163200,600,0.37,3.80924E+12
1500,현대차증권,KOSPI,증권,8250,-60,-0.72,5.10123E+11
11760,현대코퍼레이션,KOSPI,유통,24350,1000,4.28,3.22125E+11
227840,현대코퍼레이션홀딩스,KOSPI,유통,12750,250,2,1.16036E+11
126560,현대퓨처넷,KOSPI,통신,3400,25,0.74,3.7469E+11
1450,현대해상,KOSPI,보험,26700,-400,-1.48,2.38698E+12
57050,현대홈쇼핑,KOSPI,유통,54500,0,0,6.54E+11
93240,형지엘리트,KOSPI,섬유·의류,3000,15,0.5,1.15171E+11
3010,혜인,KOSPI,유통,5430,130,2.45,69030216210
111110,호전실업,KOSPI,섬유·의류,8160,130,1.62,76508160000
8770,호텔신라,KOSPI,유통,50600,500,1,1.98595E+12
8775,호텔신라우,KOSPI,유통,45150,0,0,33947336850
378850,화승알앤에이,KOSPI,운송장비·부품,3205,5,0.16,60874561715
241590,화승엔터프라이즈,KOSPI,섬유·의류,7550,30,0.4,4.57449E+11
6060,화승인더,KOSPI,유통,4420,0,0,2.44514E+11
13520,화승코퍼레이션,KOSPI,운송장비·부품,1889,-14,-0.74,94546815028
10690,화신,KOSPI,운송장비·부품,8620,-110,-1.26,3.01014E+11
133820,화인베스틸,KOSPI,금속,1453,53,3.79,44790349454
10660,화천기계,KOSPI,기계·장비,4945,-225,-4.35,1.0879E+11
850,화천기공,KOSPI,기계·장비,32250,-300,-0.92,70950000000
16580,환인제약,KOSPI,제약,11830,-110,-0.92,2.20039E+11
32560,황금에스티,KOSPI,금속,5930,60,1.02,1.0081E+11
4800,효성,KOSPI,기타금융,88000,500,0.57,1.47316E+12
94280,효성ITX,KOSPI,일반서비스,13290,-10,-0.08,1.53608E+11
298040,효성중공업,KOSPI,전기·전자,1190000,-34000,-2.78,1.10962E+13
298020,효성티앤씨,KOSPI,화학,231500,-500,-0.22,1.00186E+12
298000,효성화학,KOSPI,화학,38900,0,0,1.47501E+11
93370,후성,KOSPI,화학,5010,-20,-0.4,5.37349E+11
5870,휴니드,KOSPI,전기·전자,9510,-200,-2.06,1.34243E+11
79980,휴비스,KOSPI,화학,3200,40,1.27,1.104E+11
5010,휴스틸,KOSPI,금속,4410,5,0.11,2.47789E+11
540,흥국화재,KOSPI,보험,4325,-80,-1.82,2.77849E+11
545,흥국화재우,KOSPI,보험,8690,0,0,6673920000
3280,흥아해운,KOSPI,운송·창고,1756,-14,-0.79,4.22186E+11
60310,3S,KOSDAQ,의료·정밀기기,1867,-6,-0.32,99061227680
54620,APS,KOSDAQ,금융,4720,5,0.11,93900723120
265520,AP시스템,KOSDAQ,기계·장비,18080,550,3.14,2.76288E+11
211270,AP위성,KOSDAQ,전기·전자,12330,-230,-1.83,1.85965E+11
109960,AP헬스케어,KOSDAQ,유통,350,0,0,77276244150
139050,BF랩스,KOSDAQ,IT 서비스,2805,0,0,24247965555
126600,BGF에코머티리얼즈,KOSDAQ,화학,3060,-10,-0.33,1.92067E+11
83790,CG인바이츠,KOSDAQ,일반서비스,1785,21,1.19,1.37256E+11
35760,CJ ENM,KOSDAQ,오락·문화,70700,1700,2.46,1.55039E+12
311690,CJ 바이오사이언스,KOSDAQ,일반서비스,10120,260,2.64,1.32222E+11
51500,CJ프레시웨이,KOSDAQ,유통,30000,0,0,3.56148E+11
58820,CMG제약,KOSDAQ,제약,1932,-2,-0.1,2.84431E+11
56730,CNT85,KOSDAQ,건설,780,1,0.13,57806725080
65770,CS,KOSDAQ,전기·전자,1009,-15,-1.46,19585830170
83660,CSA 코스믹,KOSDAQ,화학,1875,-54,-2.8,1.14838E+11
477760,DB금융스팩12호,KOSDAQ,금융,2097,17,0.82,12246480000
99520,DGI,KOSDAQ,전기·전자,1284,0,0,58141862016
60900,DGP,KOSDAQ,전기·가스·수도,1094,-6,-0.55,28579687726
290120,DH오토리드,KOSDAQ,운송장비·부품,2555,-15,-0.58,40430956195
25440,DH오토웨어,KOSDAQ,전기·전자,829,1,0.12,40439634696
68790,DMS,KOSDAQ,기계·장비,6330,0,0,1.49939E+11
241520,DSC인베스트먼트,KOSDAQ,금융,6420,-240,-3.6,1.7334E+11
180400,DXVX,KOSDAQ,일반서비스,2290,-5,-0.22,1.12712E+11
418620,E8,KOSDAQ,IT 서비스,4000,-50,-1.23,51401908000
245620,EDGC,KOSDAQ,일반서비스,415,0,0,57474989665
37370,EG,KOSDAQ,화학,5940,-60,-1,51232333680
50120,ES큐브,KOSDAQ,유통,2225,-160,-6.71,30180091350
214270,FSN,KOSDAQ,IT 서비스,3190,20,0.63,1.35331E+11
130500,GH신소재,KOSDAQ,섬유·의류,2940,180,6.52,42762452880
900290,GRT,KOSDAQ,금융,2995,0,0,2.42146E+11
83450,GST,KOSDAQ,기계·장비,19420,580,3.08,3.57911E+11
297890,HB솔루션,KOSDAQ,기계·장비,2325,40,1.75,1.70053E+11
440290,HB인베스트먼트,KOSDAQ,금융,2160,-10,-0.46,58551141600
78150,HB테크놀러지,KOSDAQ,기계·장비,1868,9,0.48,1.73193E+11
225530,HC보광산업,KOSDAQ,비금속,3670,20,0.55,1.33363E+11
60560,HC홈센타,KOSDAQ,유통,770,3,0.39,98305534250
195940,HK이노엔,KOSDAQ,제약,46100,1100,2.44,1.30601E+12
28300,HLB,KOSDAQ,제약,42600,-2000,-4.48,5.59926E+12
278650,HLB바이오스텝,KOSDAQ,일반서비스,1297,-19,-1.44,1.12846E+11
67630,HLB생명과학,KOSDAQ,제약,4075,-125,-2.98,4.96812E+11
24850,HLB이노베이션,KOSDAQ,전기·전자,1635,-25,-1.51,2.35937E+11
187420,HLB제넥스,KOSDAQ,제약,3040,-90,-2.88,88573081280
47920,HLB제약,KOSDAQ,일반서비스,15050,-400,-2.59,4.9363E+11
115450,HLB테라퓨틱스,KOSDAQ,유통,3510,-145,-3.97,2.96182E+11
46210,HLB파나진,KOSDAQ,제약,1879,0,0,84793103122
196300,HLB펩,KOSDAQ,제약,7760,40,0.52,72116768480
403870,HPSP,KOSDAQ,기계·장비,26800,650,2.49,2.23776E+12
36640,HRS,KOSDAQ,화학,5400,-10,-0.18,88315920000
442770,IBKS제21호스팩,KOSDAQ,금융,2280,30,1.33,9598800000
448760,IBKS제22호스팩,KOSDAQ,금융,2275,0,0,10078250000
467930,IBKS제23호스팩,KOSDAQ,금융,2200,10,0.46,9306000000
469480,IBKS제24호스팩,KOSDAQ,금융,2160,10,0.47,9136800000
95340,ISC,KOSDAQ,유통,59500,100,0.17,1.26122E+12
950170,JTC,KOSDAQ,유통,6250,-280,-4.29,3.23415E+11
67290,JW신약,KOSDAQ,제약,1563,5,0.32,83426884938
35900,JYP Ent.,KOSDAQ,오락·문화,79800,2600,3.37,2.83549E+12
318000,KBG,KOSDAQ,화학,5200,-10,-0.19,45449159600
24840,KBI메탈,KOSDAQ,금속,1874,2,0.11,65419838926
24120,KB오토시스,KOSDAQ,운송장비·부품,3720,35,0.95,42780000000
455250,KB제25호스팩,KOSDAQ,금융,2110,5,0.24,9083550000
464680,KB제27호스팩,KOSDAQ,금융,2022,-3,-0.15,26093910000
478390,KB제29호스팩,KOSDAQ,금융,2055,-10,-0.48,12782100000
486630,KB제30호스팩,KOSDAQ,금융,2060,10,0.49,10938600000
492220,KB제31호스팩,KOSDAQ,금융,2015,0,0,12513150000
0037T0,KB제32호스팩,KOSDAQ,금융,1996,0,0,12634680000
21320,KCC건설,KOSDAQ,건설,5300,0,0,1.1342E+11
44180,KD,KOSDAQ,건설,497,0,0,13278746103
46440,KG모빌리언스,KOSDAQ,IT 서비스,5340,10,0.19,2.02978E+11
151860,KG에코솔루션,KOSDAQ,운송장비·부품,5970,-70,-1.16,2.8419E+11
35600,KG이니시스,KOSDAQ,IT 서비스,10540,-90,-0.85,2.90424E+11
226360,KH 건설,KOSDAQ,건설,2555,0,0,67617390260
111870,KH 미래물산,KOSDAQ,전기·전자,8910,0,0,62746456410
60720,KH바텍,KOSDAQ,전기·전자,11850,80,0.68,2.80578E+11
58400,KNN,KOSDAQ,오락·문화,741,2,0.27,98130422520
101000,KS인더스트리,KOSDAQ,기계·장비,1618,-58,-3.46,54116925636
89600,KT나스미디어,KOSDAQ,일반서비스,15200,-450,-2.88,1.75836E+11
418470,KT밀리의서재,KOSDAQ,IT 서비스,16240,90,0.56,1.38865E+11
43610,KT지니뮤직,KOSDAQ,오락·문화,2115,0,0,1.22914E+11
122450,KX,KOSDAQ,오락·문화,4150,-5,-0.12,1.86002E+11
52900,KX하이텍,KOSDAQ,화학,952,5,0.53,52462356184
36560,KZ정밀,KOSDAQ,기계·장비,14870,100,0.68,2.34203E+11
61970,LB세미콘,KOSDAQ,전기·전자,3985,110,2.84,2.31461E+11
309960,LB인베스트먼트,KOSDAQ,금융,4910,50,1.03,1.13997E+11
225190,LK삼양,KOSDAQ,의료·정밀기기,1852,-7,-0.38,93986110880
60370,LS마린솔루션,KOSDAQ,건설,27900,150,0.54,9.11461E+11
417200,LS머트리얼즈,KOSDAQ,전기·전자,10620,-150,-1.39,7.18471E+11
78020,LS증권,KOSDAQ,금융,5030,-40,-0.79,2.7907E+11
322180,LS티라유텍,KOSDAQ,IT 서비스,5180,-20,-0.38,1.08376E+11
476080,M83,KOSDAQ,오락·문화,12610,-40,-0.32,98168850000
86960,MDS테크,KOSDAQ,IT 서비스,1319,-15,-1.12,1.22432E+11
160550,NEW,KOSDAQ,오락·문화,2655,-30,-1.12,74090711430
53290,NE능률,KOSDAQ,오락·문화,2465,40,1.65,40737346755
60250,NHN KCP,KOSDAQ,금융,15250,0,0,6.12449E+11
104200,NHN벅스,KOSDAQ,IT 서비스,2940,20,0.68,43592997000
63570,NICE인프라,KOSDAQ,일반서비스,4480,-25,-0.55,1.52982E+11
222160,NPX,KOSDAQ,기계·장비,8040,0,0,79551289560
24940,PN풍년,KOSDAQ,유통,4625,60,1.31,46250000000
332570,PS일렉트로닉스,KOSDAQ,전기·전자,3945,25,0.64,1.70423E+11
218410,RFHIC,KOSDAQ,전기·전자,27150,-1300,-4.57,7.19053E+11
327260,RF머트리얼즈,KOSDAQ,전기·전자,6530,-230,-3.4,55068998430
474610,RF시스템즈,KOSDAQ,금속,4280,-90,-2.06,57471078160
91340,S&K폴리텍,KOSDAQ,전기·전자,2595,-20,-0.76,30371155995
